,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,target,target_phrase
409,Some lady couldn't return to herself.,Some lady couldn't return to themselves.,Some lady couldn't return to,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,409,NA,NA
410,A lot of associations do upset themselves.,A lot of associations do upset himself.,A lot of associations do upset,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,410,NA,NA
411,Some boys weren't concealing themselves.,Some boys weren't concealing himself.,Some boys weren't concealing,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,411,NA,NA
412,Peter worried himself.,Peter worried themselves.,Peter worried,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,412,NA,NA
413,Cindy does praise herself.,Cindy does praise themselves.,Cindy does praise,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,413,NA,NA
414,A book hasn't disagreed with itself.,A book hasn't disagreed with themselves.,A book hasn't disagreed with,itself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,414,NA,NA
415,Bill isn't disturbing himself.,Bill isn't disturbing themselves.,Bill isn't disturbing,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,415,NA,NA
416,Angela worried herself.,Angela worried themselves.,Angela worried,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,416,NA,NA
417,All people weren't fleeing from themselves.,All people weren't fleeing from himself.,All people weren't fleeing from,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,417,NA,NA
418,Many teachers are shocking themselves.,Many teachers are shocking herself.,Many teachers are shocking,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,418,NA,NA
419,Jane is watching herself.,Jane is watching themselves.,Jane is watching,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,419,NA,NA
420,All drivers haven't insulted themselves.,All drivers haven't insulted itself.,All drivers haven't insulted,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,420,NA,NA
421,Ann isn't visiting herself.,Ann isn't visiting themselves.,Ann isn't visiting,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,421,NA,NA
422,All doctors had thought about themselves.,All doctors had thought about herself.,All doctors had thought about,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,422,NA,NA
423,Amy hasn't questioned herself.,Amy hasn't questioned themselves.,Amy hasn't questioned,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,423,NA,NA
424,Samuel has hurt himself.,Samuel has hurt themselves.,Samuel has hurt,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,424,NA,NA
425,All banks annoy themselves.,All banks annoy herself.,All banks annoy,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,425,NA,NA
426,Homer astounded himself.,Homer astounded themselves.,Homer astounded,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,426,NA,NA
427,Florence wouldn't question herself.,Florence wouldn't question themselves.,Florence wouldn't question,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,427,NA,NA
428,Women have watched themselves.,Women have watched herself.,Women have watched,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,428,NA,NA
429,The banks dislike themselves.,The banks dislike herself.,The banks dislike,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,429,NA,NA
430,Some people dislike themselves.,Some people dislike herself.,Some people dislike,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,430,NA,NA
431,A library alarms itself.,A library alarms themselves.,A library alarms,itself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,431,NA,NA
432,All companies disgust themselves.,All companies disgust himself.,All companies disgust,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,432,NA,NA
433,Some guys disliked themselves.,Some guys disliked herself.,Some guys disliked,themselves,herself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,433,NA,NA
434,All girls couldn't hire themselves.,All girls couldn't hire itself.,All girls couldn't hire,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,434,NA,NA
435,Doctors flee from themselves.,Doctors flee from himself.,Doctors flee from,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,435,NA,NA
436,All drivers could notice themselves.,All drivers could notice himself.,All drivers could notice,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,436,NA,NA
437,Keith discovered himself.,Keith discovered themselves.,Keith discovered,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,437,NA,NA
438,These guests had insulted themselves.,These guests had insulted itself.,These guests had insulted,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,438,NA,NA
439,Some students complain about themselves.,Some students complain about himself.,Some students complain about,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,439,NA,NA
440,A lot of actors haven't distracted themselves.,A lot of actors haven't distracted himself.,A lot of actors haven't distracted,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,440,NA,NA
441,Noah does conceal himself.,Noah does conceal themselves.,Noah does conceal,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,441,NA,NA
442,Angela concealed herself.,Angela concealed themselves.,Angela concealed,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,442,NA,NA
443,Stacey couldn't irritate herself.,Stacey couldn't irritate themselves.,Stacey couldn't irritate,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,443,NA,NA
444,A lot of teachers escape from themselves.,A lot of teachers escape from itself.,A lot of teachers escape from,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,444,NA,NA
445,That museum alarms itself.,That museum alarms themselves.,That museum alarms,itself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,445,NA,NA
446,James impressed himself.,James impressed themselves.,James impressed,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,446,NA,NA
447,Eric should criticize himself.,Eric should criticize themselves.,Eric should criticize,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,447,NA,NA
448,Men confuse themselves.,Men confuse himself.,Men confuse,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,448,NA,NA
449,Sara can flee from herself.,Sara can flee from themselves.,Sara can flee from,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,449,NA,NA
450,All people irritate themselves.,All people irritate himself.,All people irritate,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,450,NA,NA
451,These teachers don't impress themselves.,These teachers don't impress himself.,These teachers don't impress,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,451,NA,NA
452,Russell wasn't shocking himself.,Russell wasn't shocking themselves.,Russell wasn't shocking,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,452,NA,NA
453,Actresses complain about themselves.,Actresses complain about himself.,Actresses complain about,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,453,NA,NA
454,Aaron might kiss himself.,Aaron might kiss themselves.,Aaron might kiss,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,454,NA,NA
455,Adam had disgusted himself.,Adam had disgusted themselves.,Adam had disgusted,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,455,NA,NA
456,Adam referenced himself.,Adam referenced themselves.,Adam referenced,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,456,NA,NA
457,Dan hired himself.,Dan hired themselves.,Dan hired,himself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,457,NA,NA
458,Boys appreciate themselves.,Boys appreciate himself.,Boys appreciate,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,458,NA,NA
459,Andrea is discovering herself.,Andrea is discovering themselves.,Andrea is discovering,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,459,NA,NA
460,Sarah had appreciated herself.,Sarah had appreciated themselves.,Sarah had appreciated,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,460,NA,NA
461,Those drivers aren't impressing themselves.,Those drivers aren't impressing itself.,Those drivers aren't impressing,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,461,NA,NA
462,The Lutherans knew themselves.,The Lutherans knew itself.,The Lutherans knew,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,462,NA,NA
463,Those doctors weren't annoying themselves.,Those doctors weren't annoying himself.,Those doctors weren't annoying,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,463,NA,NA
464,Pamela could confuse herself.,Pamela could confuse themselves.,Pamela could confuse,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,464,NA,NA
465,Allison concealed herself.,Allison concealed themselves.,Allison concealed,herself,themselves,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,465,NA,NA
466,A lot of patients hadn't fled from themselves.,A lot of patients hadn't fled from itself.,A lot of patients hadn't fled from,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,466,NA,NA
467,Many people watched themselves.,Many people watched itself.,Many people watched,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,467,NA,NA
468,Many cashiers approach themselves.,Many cashiers approach itself.,Many cashiers approach,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,468,NA,NA
469,The Lutherans observed themselves.,The Lutherans observed itself.,The Lutherans observed,themselves,itself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,469,NA,NA
470,The Clintons hadn't cured themselves.,The Clintons hadn't cured himself.,The Clintons hadn't cured,themselves,himself,morphology,anaphor_agreement,anaphor_number_agreement,True,True,False,True,470,NA,NA
